"_id","_labels","BetweennessCentrality","ClosenessCentrality","DegreeCentrality","EigenCentrality","hitsauth","hitshub","name","newProperty","pagerank","_start","_end","_type","name"
"88",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.6534922160532096E-4","0.0","reason","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.17595535714285715",,,,
"89",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.6534922160532096E-4","0.0","budget implementation","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.17595535714285715",,,,
"90",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.6534922160532096E-4","0.0","precede current financial year","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.17595535714285715",,,,
"91",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.6534922160532096E-4","0.0","draft amend budget establishment","by statements of reasons and information on budget implementation for the preceding and current financial years available at the time of draft amending budgets establishment","0.17595535714285715",,,,
"92",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.0952128152167015E-4","0.0","consideration","for consideration of those texts under article 314 tfeu and article 106a of the euratom treaty","0.20896875",,,,
"93",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.0952128152167015E-4","0.0","text","for consideration of those texts under article 314 tfeu and article 106a of the euratom treaty","0.20896875",,,,
"94",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.0952128152167015E-4","0.0","euratom treaty","for consideration of those texts under article 314 tfeu and article 106a of the euratom treaty","0.20896875",,,,
"95",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","policy area","to a policy area","0.22862500000000002",,,,
"96",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","operational appropriation","operational appropriations and administrative appropriations","0.22862500000000002",,,,
"97",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","1.2231467051398786E-21","0.0","administrative appropriation","operational appropriations and administrative appropriations","0.22862500000000002",,,,
"98",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","negative revenue","negative revenue except where the budget results from negative remuneration of deposits in total","0.15624218750000005",,,,
"99",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","negative remuneration","negative revenue except where the budget results from negative remuneration of deposits in total","0.15624218750000005",,,,
"100",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","deposit","negative revenue except where the budget results from negative remuneration of deposits in total","0.15624218750000005",,,,
"101",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007599661376294612","0.0","net amount","net amounts","0.19542187500000002",,,,
"102",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007599661376294612","0.0","summary statement","as such in the summary statement of revenue in the budget","0.19542187500000002",,,,
"103",":Tail","0.0","0.6666666666666666","0.0","0.29448282732955167","0.029852648797637497","0.0","budget","the appropriations available in the budget such an act shall not be implemented in financial terms until the budget has been amended accordingly where","0.3536989583333334",,,,
"104",":Tail","0.0","0.75","0.0","0.08589861291235225","2.6768395512523515E-4","0.0","provision title","in a provisions title in any of the following cases","0.34890000000000004",,,,
"105",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","2.5968692507745406E-4","0.0","follow case","in a provisions title in any of the following cases","0.19972500000000004",,,,
"106",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","ground","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"107",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","adequacy","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"108",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","possibility","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"109",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","condition","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"110",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","principle","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"111",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","0.007905413247882014","0.0","sound financial management","serious grounds for doubting the adequacy of the appropriations or the possibility of implementing under conditions in accordance with the principle of sound financial management the appropriations entered on the budget lines concerned","0.16657500000000003",,,,
"112",":Tail","0.0","0.75","0.0","0.08589861291235225","0.008165100172959468","0.0","budget line","on the budget lines","0.21630000000000002",,,,
"113",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","4.312755481478929E-4","0.0","procedure","subject to the procedure laid down in article 294 tfeu and in accordance with the procedure laid down in article 31 of this regulation for all other cases where","0.17983500000000002",,,,
"114",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","4.312755481478929E-4","0.0","regulation","subject to the procedure laid down in article 294 tfeu and in accordance with the procedure laid down in article 31 of this regulation for all other cases where","0.17983500000000002",,,,
"115",":Tail","0.0","0.6666666666666666","0.0","0.04299989020680556","4.312755481478929E-4","0.0","case","subject to the procedure laid down in article 294 tfeu and in accordance with the procedure laid down in article 31 of this regulation for all other cases where","0.17983500000000002",,,,
"116",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","negative reserve","a negative reserve limited to a maximum amount of eur","0.19834375",,,,
"117",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","maximum","a negative reserve limited to a maximum amount of eur","0.19834375",,,,
"118",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","eur","a negative reserve limited to a maximum amount of eur","0.19834375",,,,
"119",":Tail","0.0","0.625","0.0","0.12584263606263196","0.1711176746185171","0.0","payment appropriation","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.3379296875",,,,
"120",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","reserve","a reserve for emergency aid for third countries","0.19834375",,,,
"121",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","emergency aid","a reserve for emergency aid for third countries","0.19834375",,,,
"122",":Tail","0.0","0.6","0.0","0.08294391335708524","6.41281139744377E-16","0.0","country","a reserve for emergency aid for third countries","0.19834375",,,,
"123",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","general statement","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.15624218750000005",,,,
"124",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","current financial year","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.15624218750000005",,,,
"125",":Tail","0.0","0.6666666666666666","0.0","0.12584263606263196","0.1782834018561962","0.0","ii","by appropriate remarks    (ii) in the section of the budget relating to the commission","0.18535468750000003",,,,
"126",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","estimate revenue","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.15624218750000005",,,,
"127",":Tail","0.0","0.6","0.0","0.08294391335708524","0.16600554587340768","0.0","year n2","in the general statement of revenue and expenditure: the estimated revenue of the union for the current financial year concerned (year n) (ii) the estimated revenue for the current financial year and the revenue for year n2 (iii) the commitment and payment appropriations for year n (iv) the commitment and payment appropriations for the current financial year the expenditure committed and the expenditure paid in year n–2 the latter also expressed as a percentage of the budget of year n (vi) appropriate remarks on each subdivision as set out in article 47(1) including the references of the basic act where one exists as well as all appropriate explanations concerning the nature and purpose of the appropriations in each section the revenue and expenditure following the same structure as set out in point with regard to staff","0.15624218750000005",,,,
